filename	acq_time
func/sub-22_task-MerlinMovie_bold.nii.gz	2014-05-26T10:34:24
func/sub-22_task-SherlockAudio_bold.nii.gz	2014-05-26T11:07:05
anat/sub-22_T1w.nii.gz	2014-05-26T11:38:46
